"Namespace","Key","SourceString","LocalizedString"
"Items/st_item_effectdesc_rare","suffix_1_Unique_TargetIchthian_Dmg15.TooltipText","Unique: 15% increased Damage against Ichthians","Уникальное: +15% урона против ихтианов"
"Items/st_item_effectdesc_rare","suffix_1_Unique_TargetIncapacitated_Crit.TooltipText","Unique: 20% increased Critical Hit chance against Incapacitated Enemies","Уникальное: +20% шанса критического удара против выведенных из строя врагов"
"Items/st_item_effectdesc_rare","suffix_1_Unique_TargetNemesis_Dmg20.TooltipText","Unique: 20% increased Damage against Shadow Creatures","Уникальное: +20% урона против теневых созданий"
"Items/st_item_effectdesc_rare","suffix_1_Unique_TargetUndead_Dmg15.TooltipText","Unique: 15% increased Damage against Undead","Уникальное: +15% урона против мертвецов"
"Items/st_item_effectdesc_rare","suffix_1_unique_MagicResistance.TooltipText","Unique: {Value}|fmt(sign=true)% to all Magical Resistances","Уникальное: {Value}|fmt(sign=true)% магических сопротивлений"
"Items/st_item_effectdesc_rare","suffix_1_unique_OnHit_AddPlagued_TargetFrozen.TooltipText","Unique: Your Primary Attack has an Additional 100% Chance to apply Plagued when hitting Frozen Enemies","Уникальное: основная атака получает дополнительно 100% шанса чумы при ударе по замороженным врагам"
"Items/st_item_effectdesc_rare","suffix_1_unique_OnHit_FreezeChance.TooltipText","Unique: Every 10 seconds, hitting enemies with a Weapon Attack Freezes them for 1s","Уникальное: каждые 10 сек. атака оружием замораживает врагов на 1 сек."
"Items/st_item_effectdesc_rare","suffix_1_unique_SilenceOnHit.TooltipText","Unique: 10% chance to Silence enemies on Hit","Уникальное: 10% шанса наложить немоту при ударе"
"Items/st_item_effectdesc_rare","suffix_1_unique_StunChance_x2.TooltipText","Unique: {Value}% Chance to Stun for 1 second on Hit","Уникальное: {Value}% шанса оглушения на 1 сек. при ударе"
"Items/st_item_effectdesc_rare","affxi_1_infrequent_PerResVitalityPoison","{Value}|fmt(sign=true)% Poison Resistance\r\n{Value}|fmt(sign=true)% Vitality Resistance","{Value}|fmt(sign=true)% сопротивления яду\r\n{Value}|fmt(sign=true)% сопротивления здоровью"
"Items/st_item_effectdesc_rare","affix_1_infrequent_PerStunChance","5% chance to Stun for 1s on hit","5% шанса ошеломения на 1 сек. при ударе"
"Items/st_item_effectdesc_rare","affix_1_infrequent_FlatDamageEnergyDrain","{Value}|fmt(sign=true) Weapon Energy Drain damage","{Value}|fmt(sign=true) энергетического урона от оружия"
"Items/st_item_faction_centaur","ar_bmage_nameAdjective","Shaman","Шамана"
"Items/st_item_faction_centaur","ar_rogue_nameAdjective","Centaur","Кентавров"
"Items/st_item_faction_centaur","ar_knight_nameAdjective","Brutish","Грубости"
"Items/st_item_faction_centaur","xx_knight_nameAdjective_MI","Outrider\'s","Наездника"
"Items/st_item_faction_centaur","xx_bmage_nameAdjective_MI","Spiritcaller\'s","Говорящего с духами"
"Items/st_item_faction_centaur","xx_rogue_nameAdjective_mi","Trapper\'s","Ловчего"
"Items/st_item_faction_centaur","ar_bmage_nameMain_arms","Bracelets","Запястья"
"Items/st_item_faction_centaur","ar_bmage_nameMain_legs","Wrappings","Обмотки"
"Items/st_item_faction_centaur","ar_bmage_nameMain_head","Mask","Маска"
"Items/st_item_faction_centaur","ar_bmage_nameMain_torso","Robe","Роба"
"Items/st_item_faction_centaur","ar_bmage_nameMain_shoulder","Cloak","Накидка"
"Items/st_item_faction_centaur","ar_knight_nameMain_legs","Jambart","Кнемиды"
"Items/st_item_faction_centaur","ar_rogue_nameMain_legs","Legpiece","Накладки"
"Items/st_item_faction_centaur","ar_rogue_nameMain_arms","Armbands","Нарукавники"
"Items/st_item_faction_centaur","ar_knight_nameMain_arms","Bracers","Наручи"
"Items/st_item_faction_centaur","ar_rogue_nameMain_torso","Vest","Жилет"
"Items/st_item_faction_centaur","ar_knight_nameMain_torso","Cuirass","Кираса"
"Items/st_item_faction_centaur","ar_rogue_nameMain_shoulder","Pads","Подложки"
"Items/st_item_faction_centaur","ar_knight_nameMain_shoulder","Pauldrons","Наплечники"
"Items/st_item_faction_centaur","ar_rogue_nameMain_head","Cap","Колпак"
"Items/st_item_faction_centaur","ar_knight_nameMain_head","Skullcap","Тюбетейка"
"Items/st_item_faction_centaur","xx_weapons_NameAdjective","Centaur","Кентавр"
"Items/st_item_faction_centaur","wp_spear_normal_nameMain","Spear","Копье"
"Items/st_item_faction_centaur","wp_bow_normal_nameMain","Bow","Лук"
"Items/st_item_faction_centaur","wp_axe2h_normal_nameMain","Axe","Тесак"
"Items/st_item_faction_centaur","ar_rogue_flavortext","Leathers and furs grant centaurs basic protection while not hindering their superior mobility.","Кожа и мех обеспечивают кентаврам базовую защиту, не препятствуя при этом их превосходной подвижности."
"Items/st_item_faction_centaur","ar_bmage_flavortext","Centaur Spiritcallers are respected in their tribe as both capable warriors and powerful shamans.","Кентавры-ворожеи пользуются уважением в своем племени как умелые воины и могущественные шаманы."
"Items/st_item_faction_centaur","ar_knight_flavortext","Iron armor as worn by the strongest centaur warriors, able to deflect frontal impacts at high speed.","Железная броня сильнейших кентавров-воинов, способная отражать лобовые удары на высокой скорости."
"Items/st_item_faction_centaur","wp_blunt2h_flavortext","Centaurs use their massive streangth to wield great weapons.","Кентавры пользуются своим огромным ростом, чтобы легко владеть огромным оружием."
"Items/st_item_faction_centaur","wp_bow_normal_flavortext","A centaur greatbow, used for hunting on the plains.","Лук кентавров, применяемый для охоты на равнинах."
"Items/st_item_faction_centaur","wp_blunt1h_normal_flavortextMI","A heavy and powerful weapon wielded by centaur champions.","Тяжелое и мощное оружие, которым орудуют кентавры-чемпионы."
"Items/st_item_faction_centaur","wp_dagger_normal_flavortext","A centaur\'s belt knife, heavy enough to fight with.","Достаточно тяжелый поясной нож кентавров."
"Items/st_item_faction_centaur","wp_spear_normal_flavortext","A heavy spear usually used by centaur hunters.","Тяжелое копье, которым пользуются кентавры-охотники."
"Items/st_item_faction_centaur","wp_spear_normal_flavortextMI","A fine spear used by distnguished centaur hunters.","Изящное копье, которым пользуются кентавры-охотники."
"Items/st_item_faction_centaur","wp_sword_normal_flavortext","A brutal blade often wielded by centaur raiders.","Жестокий клинок, часто используемый кентаврами-налетчниками."
"Items/st_item_faction_centaur","wp_throwing_heavy_flavortext","It takes great strength to toss a centaur weapon.","Требуется невиданная сила, чтобы метать такое оружие кентавров."
"Items/st_item_faction_centaur","wp_staff_poison_flavortext","Centaur shamans use this to sap strength from their foes.","Шаманы-кентавры используют это, чтобы высасывать силу из своих врагов."
"Items/st_item_faction_centaur","wp_shield_light_flavortextMI","A reinforced centaur shield, designed to deflect a rival\'s arrows.","Усиленный щит кентавров, предназначенный для отражения стрел соперника."
"Items/st_item_faction_centaur","wp_staff_fire_flavortext","A fiery staff used by Brandbearer spellcasters.","Огненный посох, применяемый заклинателями Клеймоносцев."
"Items/st_item_faction_centaur","wp_staff_spirit_flavortextMI","The voices of centaur ancestors speak through this wand.","Голоса предков кентавров говорят через этот жезл."
"Items/st_item_faction_centaur","wp_shield_light_flavortext","Lightly built, yet sturdy enough to withstand a running impact.","Довольно легкий, но достаточно прочный, чтобы держать удар на бегу."
"Items/st_item_faction_centaur","wp_axe1h_normal_flavortext","A popular weapon and tool within the centaur ranks.","Популярное оружие и инструмент в рядах кентавров."
"Items/st_item_faction_centaur","wp_blunt1h_normal_flavortext","A crude yet powerful weapon often wielded by centaurs.","Грубое, но мощное оружие, которым обычно владеют кентавры."
"Items/st_item_faction_centaur","wp_staff_magic_nameMainMI","Wand","Жезл"
"Items/st_item_faction_centaur","wp_axe2h_normal_flavortext","A large curved blade, perfect for cutting down foes on the run.","Большой изогнутый клинок, идеально подходящий для того, чтобы рубить врагов на бегу."
"Items/st_item_faction_centaur","wp_axe1h_normal_nameMain","Hatchet","Резак"
"Items/st_item_faction_centaur","wp_sword_nameMain","Khopesh","Хопеш"
"Items/st_item_faction_centaur","wp_dagger_normal_nameMain","Dagger","Кинжал"
"Items/st_item_faction_centaur","wp_staff_magic_nameMain","Staff","Посох"
"Items/st_item_faction_centaur","wp_blunt1h_normal_nameMain","Cudgel","Крушитель"
"Items/st_item_faction_centaur","wp_blunt1h_normal_nameMainMI","Scepter","Скипетр"
"Items/st_item_faction_centaur","wp_blunt2h_normal_nameMain","Mace","Булава"
"Items/st_item_faction_centaur","wp_shield_light_nameMainMI","Buckler","Баклер"
"Items/st_item_faction_centaur","wp_shield_light_nameMain","Shield","Щит"
"Items/st_item_faction_centaur","wp_throwing_heavy_nameMain","Tomahawk","Томагавк"
"Items/st_item_faction_ichthian","ar_fighter_nameAdjective","Seashell","Из раковины"
"Items/st_item_faction_ichthian","ar_pala_nameAdjective","Reefguard","Из рифов"
"Items/st_item_faction_ichthian","ar_sorc_nameAdjective","Fishbone","Из костей"
"Items/st_item_faction_ichthian","ar_pala_nameAdjective_MI","Sharptooth","С клыками"
"Items/st_item_faction_ichthian","ar_sorc_nameAdjective_MI","Sharptooth","С клыками"
"Items/st_item_faction_ichthian","ar_fighter_nameAdjective_MI","Sharptooth","С клыками"
"Items/st_item_faction_ichthian","ar_fighter_nameMain_head","Helmet","Забрало"
"Items/st_item_faction_ichthian","ar_pala_nameMain_head","Helm","Шлем"
"Items/st_item_faction_ichthian","ar_sorc_nameMain_head","Headdress","Головной убор"
"Items/st_item_faction_ichthian","ar_sorc_nameMain_shoulder","Cloak","Плащ"
"Items/st_item_faction_ichthian","ar_fighter_nameMain_shoulder","Spaulders","Наплечники"
"Items/st_item_faction_ichthian","ar_pala_nameMain_shoulder","Pauldrons","Бармы"
"Items/st_item_faction_ichthian","ar_sorc_nameMain_arms","Armbands","Браслеты"
"Items/st_item_faction_ichthian","ar_fighter_nameMain_arms","Armbands","Наручи"
"Items/st_item_faction_ichthian","ar_pala_nameMain_arms","Bracers","Нарукавники"
"Items/st_item_faction_ichthian","ar_sorc_nameMain_legs","Boots","Ботинки"
"Items/st_item_faction_ichthian","ar_pala_nameMain_legs","Greaves","Наголенники"
"Items/st_item_faction_ichthian","ar_fighter_nameMain_legs","Greaves","Поножи"
"Items/st_item_faction_ichthian","ar_sorc_nameMain_torso","Vestment","Облачение"
"Items/st_item_faction_ichthian","ar_fighter_nameMain_torso","Thorax","Торакс"
"Items/st_item_faction_ichthian","ar_pala_nameMain_torso","Shell","Панцирь"
"Items/st_item_faction_ichthian","xx_weapons_NameAdjective","Ichthian","Ихтианов"
"Items/st_item_faction_ichthian","wp_axe2h_normal_nameMain","Axe","Тесак"
"Items/st_item_faction_ichthian","wp_axe2h_light_nameFullMI","Fume Scepter","Дымный скипетр"
"Items/st_item_faction_ichthian","wp_blunt2h_normal_nameMain","Club","Дубина"
"Items/st_item_faction_ichthian","wp_blunt2h_normal_nameFullMI","Benthic Whomper","Морской громила"
"Items/st_item_faction_ichthian","wp_bow_normal_nameMain","Bow","Лук"
"Items/st_item_faction_ichthian","wp_bow_normal_nameFullMI","Benthic Stinger","Морское жало"
"Items/st_item_faction_ichthian","wp_sword_normal_nameMain","Sword","Меч"
"Items/st_item_faction_ichthian","wp_sword_normal_nameFullMI","Rot-Cleaver","Гнилой клевец"
"Items/st_item_faction_ichthian","wp_axe2h_normal_flavortext","Ichthian spike-sticks are brutal but effective weapons.","Ихтианские шипастые палки — жестокое, но эффективное оружие."
"Items/st_item_faction_ichthian","wp_axe2h_light_flavortextMI","The gas in this scepter seems to make it lighter.","Газ в этом скипетре, кажется, делает его легче."
"Items/st_item_faction_ichthian","wp_blunt2h_normal_flavortext","Ichthian spike-sticks are brutal but effective weapons.","Ихтианские шипастые палки — жестокое, но эффективное оружие."
"Items/st_item_faction_ichthian","wp_bow_normal_flavortext","The limbs of this bow seem to be the ribs of a great fish.","Плечами этого лука, похоже, выступают ребра огромной рыбы."
"Items/st_item_faction_ichthian","wp_bow_normal_flavortextMI","The limbs of this bow seem to be the ribs of a great fish.","Плечами этого лука, похоже, выступают ребра огромной рыбы."
"Items/st_item_faction_ichthian","ar_sorc_flufftext","Smelly rags adorned with charms crafted out of various gems and sea creatures.","Дурно пахнущее тряпье, украшенное амулетами из различных драгоценных камней и морских существ."
"Items/st_item_faction_ichthian","ar_pala_flufftext","Bone armor blessed by ichthian witches to offer protection against strikes and curses alike.","Костяные доспехи, заговоренные ихтианскими колдунами для защиты от проклятий и порчи."
"Items/st_item_faction_ichthian","ar_fighter_flufftext","Crude armor of rope, bones and shells. Provides a mix of protection and freedom of movement.","Грубая броня из веревок, костей и ракушек, обеспечивающая хорошее сочетание защиты и свободы движений."
"Items/st_item_faction_ichthian","wp_spear_normal_flavortext","The perfect weapon for underwater hunting.","Идеальное оружие для подводной охоты."
"Items/st_item_faction_ichthian","wp_spear_normal_flavortextMI","Used by ichthians to hunt whales in deep, cold waters.","Использовались ихтианами для охоты на китов в глубоких холодных водах."
"Items/st_item_faction_ichthian","wp_sword_normal_flavortext","The ichthians craft their weapons from the jawbones of sea beasts.","Ихтианы изготавливают свое оружие из костей морских зверей."
"Items/st_item_faction_ichthian","wp_sword_normal_flavortextMI","A rotting but unexpectetly sharp slab of bone","Гнилой, но неожиданно острый кусок кости."
"Items/st_item_faction_ichthian","wp_spear_normal_nameMain","Spear","Копье"
"Items/st_item_faction_ichthian","wp_spear_normal_nameFullMI","Benthic Harpoon","Морской гарпун"
"Items/st_item_faction_ichthian","wp_sword_all_desctext","Relatively slow and heavy","Относительно медленный и тяжелый."
"Items/st_item_faction_ichthian","wp_thrown_normal_flavortext","Ichthian alchemists experiment on all sorts of creatures to tailor to their purposes.","Ихтианские алхимики проводят эксперименты над самыми разными существами, чтобы приспособить их для своих целей."
"Items/st_item_faction_ichthian","wp_thrown_normal_nameMain","Sea Urchins","Морские ежи"
"Items/st_item_faction_ichthian","xx_weapons_flavorMagic","Only the gods know which dark powers gave the ichthians their magic.","Лишь сами боги знают, какие темные силы даровали ихтианам их магию."
"Items/st_item_faction_ichthian","xx_weapons_flavorPoison","Ichthian alchemists have a fascination with poisonous fish, urchins, and arachnids.","Ихтианские алхимики увлекаются ядовитыми рыбами, ежами и арахнидами."
"Items/st_item_faction_ichthian","wp_shield_normal_nameFullMI","Nerite Shell","Неретидская раковина"
"Items/st_item_faction_ichthian","wp_shield_normal_nameMain","Shield","Щит"
"Items/st_item_faction_ichthian","wp_shield_normal_flavortext","A jumble of mollusk-infested planks","Кучка кишащих моллюсками досок."
"Items/st_item_faction_ichthian","wp_shield_normal_flavortextMI","Crafted from a shell of enormous size.","Изготовлен из раковины огромных размеров."
"Items/st_item_faction_ichthian","wp_staff_magic_nameMain","Staff","Посох"
"Items/st_item_faction_ichthian","wp_staff_magic_nameFullMI","Benthic Wand","Морской жезл"
"Items/st_item_names","item_name_format","{Prefix}|empty(no=\""{Prefix} \""){Adjective}|empty(no=\""{Adjective} \""){DamageType}|empty(no=\""{DamageType} \""){ProperName}|remove_gender(){Suffix}|empty(no=\"" {Suffix}\"")","{Prefix}|empty(no=""{Prefix} ""){ProperName}|remove_gender(){Adjective}|empty(no="" {Adjective}""){Suffix}|empty(no="" {Suffix}"")"
"Items/st_item_names","damage_type_thermal_cold","Ice","Ледо"
"Items/st_item_names","damage_type_thermal_fire","Fire","Огне"
"Items/st_item_names","damage_type_natural_lightning","Thunder","Громо"
"Items/st_item_names","damage_type_natural_poison","Poison","Ядо"
"Items/st_item_names","damage_type_universal_true","True","Истинно"
"Items/st_item_names","damage_type_universal_spirit","Spirit","Духо"
"Items/st_item_names","damage_type_universal_energydrain","Drain","Энерго"
"Items/st_item_names","damage_type_universal_vitalitydrain","Leech","Жизне"
"Items/st_item_names","damage_type_physical_pierce","",""
"Items/st_item_names","damage_type_physical_strike","",""
"Items/st_item_names_prefix","prefix_1_Potion_Energy.TitleText","Energized","Энергичное"
"Items/st_item_names_prefix","prefix_1_Potion_EnergyRegen.TitleText","Restoring","Омолаживающее"
"Items/st_item_names_prefix","prefix_1_Potion_Health.TitleText","Enduring","Стойкое"
"Items/st_item_names_prefix","prefix_1_Potion_Health.Levels(2).TitleText","Lifeful","Извечное"
"Items/st_item_names_prefix","prefix_1_Potion_Health.Levels(4).TitleText","Survivor\'s","Негасимое"
"Items/st_item_names_prefix","prefix_1_Potion_Health.Levels(6).TitleText","Vitalizing","Оживляющее"
"Items/st_item_names_prefix","prefix_1_Potion_Health.Levels(8).TitleText","Permanent","Постоянное"
"Items/st_item_names_prefix","prefix_1_Potion_Health.Levels(10).TitleText","Immortal\'s","Бессмертное"
"Items/st_item_names_prefix","prefix_1_Potion_HealthRegen.Levels(0).TitleText","Recovering","Молодящее"
"Items/st_item_names_prefix","prefix_1_Potion_HealthRegen.Levels(2).TitleText","Rejuvenating","Освещающее"
"Items/st_item_names_prefix","prefix_1_Potion_HealthRegen.Levels(4).TitleText","Restoring","Восстанавливающее"
"Items/st_item_names_prefix","prefix_1_Potion_HealthRegen.Levels(6).TitleText","Renewing","Омолаживающее"
"Items/st_item_names_prefix","prefix_1_Potion_HealthRegen.Levels(8).TitleText","Regenerating","Регенерирующее"
"Items/st_item_names_prefix","prefix_1_Potion_HealthRegen.Levels(10).TitleText","Replenishing","Наполняющее"
"Items/st_item_names_prefix","prefix_1_ColdDmg.Levels(0).TitleText","Numbing","Онемения"
"Items/st_item_names_prefix","prefix_1_ColdDmg.Levels(2).TitleText","Biting","Изморози"
"Items/st_item_names_prefix","prefix_1_ColdDmg.Levels(4).TitleText","Frigid","Стужи"
"Items/st_item_names_prefix","prefix_1_ColdDmg.Levels(6).TitleText","Freezing","Хлада"
"Items/st_item_names_prefix","prefix_1_ColdDmg.Levels(8).TitleText","Glacial","Озноба"
"Items/st_item_names_prefix","prefix_1_ColdDmg.Levels(10).TitleText","Arctic","Ледника"
"Items/st_item_names_prefix","prefix_1_FireDmg.Levels(0).TitleText","Smoldering","Тления"
"Items/st_item_names_prefix","prefix_1_FireDmg.Levels(2).TitleText","Flaming","Пламени"
"Items/st_item_names_prefix","prefix_1_FireDmg.Levels(4).TitleText","Fiery","Пылкости"
"Items/st_item_names_prefix","prefix_1_FireDmg.Levels(6).TitleText","Blazing","Полыхания"
"Items/st_item_names_prefix","prefix_1_FireDmg.Levels(8).TitleText","Searing","Обжигания"
"Items/st_item_names_prefix","prefix_1_FireDmg.Levels(10).TitleText","Volcanic","Вулкана"
"Items/st_item_names_prefix","prefix_1_IncreasedTotalDmg.Levels(0).TitleText","Tyrant\'s","Тирана"
"Items/st_item_names_prefix","prefix_1_IncreasedTotalDmg.Levels(1).TitleText","Tyrant\'s","Тирана"
"Items/st_item_names_prefix","prefix_1_IncreasedTotalDmg.Levels(2).TitleText","Tyrant\'s","Тирана"
"Items/st_item_names_prefix","prefix_1_IncreasedTotalDmg.Levels(3).TitleText","Tyrant\'s","Тирана"
"Items/st_item_names_prefix","prefix_1_LightningDmg.Levels(0).TitleText","Static","Искр"
"Items/st_item_names_prefix","prefix_1_LightningDmg.Levels(2).TitleText","Charged","Заряда"
"Items/st_item_names_prefix","prefix_1_LightningDmg.Levels(4).TitleText","Electrified","Треска"
"Items/st_item_names_prefix","prefix_1_LightningDmg.Levels(6).TitleText","Crackling","Трещания"
"Items/st_item_names_prefix","prefix_1_LightningDmg.Levels(8).TitleText","Thundering","Грома"
"Items/st_item_names_prefix","prefix_1_LightningDmg.Levels(10).TitleText","Fulminating","Раскатов"
"Items/st_item_names_prefix","prefix_1_MoreDmgElites.TitleText","Heroic","Героизма"
"Items/st_item_names_prefix","prefix_1_MoreDmgHumanoids.TitleText","Bloody","Побоища"
"Items/st_item_names_prefix","prefix_1_MoreDmgIchthians.TitleText","Fishbane\'s","Рыболюбителя"
"Items/st_item_names_prefix","prefix_1_MoreDmgUndeads.TitleText","Reaver\'s","Расхитителя"
"Items/st_item_names_prefix","prefix_1_MoreDmgWildlife.TitleText","Reaver\'s","Расхитителя"
"Items/st_item_names_prefix","prefix_1_PerAllResistance.TitleText","Annulling","Отмены"
"Items/st_item_names_prefix","prefix_1_PerArmorValues.TitleText","Exalted","Изгнанника"
"Items/st_item_names_prefix","prefix_1_PerBleedAndPoisonRes.TitleText","Tenacious","Упрямства"
"Items/st_item_names_prefix","prefix_1_PerColdRes.TitleText","Resistant","Оберега"
"Items/st_item_names_prefix","prefix_1_PerFireRes.TitleText","Resistant","Оберега"
"Items/st_item_names_prefix","prefix_1_PerImpairRes.TitleText","Juggernaut’s","Джаггернаута"
"Items/st_item_names_prefix","prefix_1_PerIncreasedAgility.TitleText","Swift","Быстроты"
"Items/st_item_names_prefix","prefix_1_PerIncreasedAttributes.TitleText","Stately","Власти"
"Items/st_item_names_prefix","prefix_1_PerIncreasedColdDmg.Levels(0).TitleText","Brisk","Свежести"
"Items/st_item_names_prefix","prefix_1_PerIncreasedColdDmg.Levels(1).TitleText","Cold","Холода"
"Items/st_item_names_prefix","prefix_1_PerIncreasedColdDmg.Levels(2).TitleText","Icy","Пронизывания"
"Items/st_item_names_prefix","prefix_1_PerIncreasedColdDmg.Levels(3).TitleText","Frozen","Мороза"
"Items/st_item_names_prefix","prefix_1_PerIncreasedColdDmg.Levels(4).TitleText","Glacier\'s","Изморози"
"Items/st_item_names_prefix","prefix_1_PerIncreasedColdDmg.Levels(5).TitleText","Boreal","Северных ветров"
"Items/st_item_names_prefix","prefix_1_PerIncreasedCunning.TitleText","Cunning","Коварства"
"Items/st_item_names_prefix","prefix_1_PerIncreasedDoTDmg.TitleText","Erosive","Эрозии"
"Items/st_item_names_prefix","prefix_1_PerIncreasedEnergy.TitleText","Energized","Энергичности"
"Items/st_item_names_prefix","prefix_1_PerIncreasedFireDmg.Levels(0).TitleText","Kindled","Разжигания"
"Items/st_item_names_prefix","prefix_1_PerIncreasedFireDmg.Levels(1).TitleText","Flaring","Тления"
"Items/st_item_names_prefix","prefix_1_PerIncreasedFireDmg.Levels(2).TitleText","Blazing","Полыхания"
"Items/st_item_names_prefix","prefix_1_PerIncreasedFireDmg.Levels(3).TitleText","Magmatic","Магмы"
"Items/st_item_names_prefix","prefix_1_PerIncreasedFireDmg.Levels(4).TitleText","Infernal","Преисподней"
"Items/st_item_names_prefix","prefix_1_PerIncreasedFireDmg.Levels(5).TitleText","Prometheus\'","Прометея"
"Items/st_item_names_prefix","prefix_1_PerIncreasedFitness.TitleText","Fit","Храбрости"
"Items/st_item_names_prefix","prefix_1_PerIncreasedHealth.TitleText","Hale","Крепкости"
"Items/st_item_names_prefix","prefix_1_PerIncreasedKnowledge.TitleText","Socrates\'","Сократа"
"Items/st_item_names_prefix","prefix_1_PerIncreasedLightningDmg.Levels(0).TitleText","Sparked","Искристости"
"Items/st_item_names_prefix","prefix_1_PerIncreasedLightningDmg.Levels(1).TitleText","Flashing","Вспыхивания"
"Items/st_item_names_prefix","prefix_1_PerIncreasedLightningDmg.Levels(2).TitleText","Stormforged","Трещания"
"Items/st_item_names_prefix","prefix_1_PerIncreasedLightningDmg.Levels(3).TitleText","Tempestuous","Буйности"
"Items/st_item_names_prefix","prefix_1_PerIncreasedLightningDmg.Levels(4).TitleText","Fulminant","Ярости небес"
"Items/st_item_names_prefix","prefix_1_PerIncreasedLightningDmg.Levels(5).TitleText","Zeus\'","Зевса"
"Items/st_item_names_prefix","prefix_1_PerIncreasedMight.TitleText","Hearty","Силы"
"Items/st_item_names_prefix","prefix_1_PerIncreasedPierceDmg.Levels(0).TitleText","Keen","Резкости"
"Items/st_item_names_prefix","prefix_1_PerIncreasedPierceDmg.Levels(1).TitleText","Honed","Остроты"
"Items/st_item_names_prefix","prefix_1_PerIncreasedPierceDmg.Levels(2).TitleText","Spiked","Шипов"
"Items/st_item_names_prefix","prefix_1_PerIncreasedPierceDmg.Levels(3).TitleText","Penetrating","Пронзания"
"Items/st_item_names_prefix","prefix_1_PerIncreasedPierceDmg.Levels(4).TitleText","Lancer\'s","Копейщика"
"Items/st_item_names_prefix","prefix_1_PerIncreasedPierceDmg.Levels(5).TitleText","Impaler\'s","Прокалывания"
"Items/st_item_names_prefix","prefix_1_PerIncreasedPoisonDmg.Levels(0).TitleText","Foul","Подлости"
"Items/st_item_names_prefix","prefix_1_PerIncreasedPoisonDmg.Levels(1).TitleText","Pestilent","Гнусности"
"Items/st_item_names_prefix","prefix_1_PerIncreasedPoisonDmg.Levels(2).TitleText","Toxic","Едкости"
"Items/st_item_names_prefix","prefix_1_PerIncreasedPoisonDmg.Levels(3).TitleText","Contagious","Заразы"
"Items/st_item_names_prefix","prefix_1_PerIncreasedPoisonDmg.Levels(4).TitleText","Putrescent","Разложения"
"Items/st_item_names_prefix","prefix_1_PerIncreasedPoisonDmg.Levels(5).TitleText","Hydra\'s","Гидры"
"Items/st_item_names_prefix","prefix_1_PerIncreasedResolve.TitleText","Resolute","Решимости"
"Items/st_item_names_prefix","prefix_1_PerIncreasedSpellDmg.TitleText","Magic","Колдовства"
"Items/st_item_names_prefix","prefix_1_PerIncreasedSpiritDmg.Levels(0).TitleText","Faint","Бледности"
"Items/st_item_names_prefix","prefix_1_PerIncreasedSpiritDmg.Levels(1).TitleText","Haunted","Одержимости"
"Items/st_item_names_prefix","prefix_1_PerIncreasedSpiritDmg.Levels(2).TitleText","Ghostly","Призрачности"
"Items/st_item_names_prefix","prefix_1_PerIncreasedSpiritDmg.Levels(3).TitleText","Spectral","Эфирности"
"Items/st_item_names_prefix","prefix_1_PerIncreasedSpiritDmg.Levels(4).TitleText","Spiritual","Духовности"
"Items/st_item_names_prefix","prefix_1_PerIncreasedSpiritDmg.Levels(5).TitleText","Hekate\'s","Гекаты"
"Items/st_item_names_prefix","prefix_1_PerIncreasedStrikeDmg.Levels(0).TitleText","Solid","Плотности"
"Items/st_item_names_prefix","prefix_1_PerIncreasedStrikeDmg.Levels(1).TitleText","Strong","Твердости"
"Items/st_item_names_prefix","prefix_1_PerIncreasedStrikeDmg.Levels(2).TitleText","Powerful","Разорения"
"Items/st_item_names_prefix","prefix_1_PerIncreasedStrikeDmg.Levels(3).TitleText","Relentless","Неумолимости"
"Items/st_item_names_prefix","prefix_1_PerIncreasedStrikeDmg.Levels(4).TitleText","Devastating","Опустошения"
"Items/st_item_names_prefix","prefix_1_PerIncreasedStrikeDmg.Levels(5).TitleText","Colossal","Колосса"
"Items/st_item_names_prefix","prefix_1_PerIncreasedVigor.TitleText","Vigorous","Живучести"
"Items/st_item_names_prefix","prefix_1_PerIncreasedVitalityDmg.Levels(0).TitleText","Withering","Увядания"
"Items/st_item_names_prefix","prefix_1_PerIncreasedVitalityDmg.Levels(1).TitleText","Blighting","Осквернения"
"Items/st_item_names_prefix","prefix_1_PerIncreasedVitalityDmg.Levels(2).TitleText","Malignant","Зловредности"
"Items/st_item_names_prefix","prefix_1_PerIncreasedVitalityDmg.Levels(3).TitleText","Life-Draining","Жизневытягивания"
"Items/st_item_names_prefix","prefix_1_PerIncreasedVitalityDmg.Levels(4).TitleText","Thanatos\'","Танатоса"
"Items/st_item_names_prefix","prefix_1_PerIncreasedVitalityDmg.Levels(5).TitleText","Styx-Bound","Стикса"
"Items/st_item_names_prefix","prefix_1_PerIncreasedWeaponDmg.TitleText","Slayer\'s","Убийцы"
"Items/st_item_names_prefix","prefix_1_PerLightningRes.TitleText","Resistant","Оберега"
"Items/st_item_names_prefix","prefix_1_PerMagicalDmg_PerElementalRes.TitleText","Prismatic","Призмы"
"Items/st_item_names_prefix","prefix_1_PerPoisonRes.TitleText","Resistant","Оберега"
"Items/st_item_names_prefix","prefix_1_PerStunRes.Levels(0).TitleText","Honor Guard\'s","Почетного стража"
"Items/st_item_names_prefix","prefix_1_PierceArmor.Levels(0).TitleText","Padded","Обитости"
"Items/st_item_names_prefix","prefix_1_PierceArmor.Levels(2).TitleText","Layered","Многослойности"
"Items/st_item_names_prefix","prefix_1_PierceArmor.Levels(4).TitleText","Reinforced","Твердости"
