Namespace,Key,SourceString,LocalizedString
ARTICY,DFr_C04E8975_0x0100012600002AAE.Text,I hope Old Man Thon has the answers you need! His house is southeast of the enclave.,"Надеюсь, у старика Тона найдутся ответы на твои вопросы! Его дом к юго-востоку от анклава."
ARTICY,DFr_0A9D6331_0x0100012600002667.Text,Get away! This is my house!,Прочь! Это мой дом!
ARTICY,DFr_22034DF9_0x0100012600005B77.Text,"I'm not leaving my house! I built it, and no fish-men are going to convince me to leave!","Я не покину свой дом! Я его построил, и никакие рыболюди не убедят меня уйти!"
ARTICY,DFr_521A88D1_0x01000126000098B3.Text,Leave me be!,Оставьте меня в покое!
ARTICY,DFr_8B8570DE_0x0100012600005A3A.Text,"Athena must've sent you to protect me! Thank you! I thought I'd be safe inside, but the fish-men almost got in!","Афина, должно быть, послала тебя, чтобы защитить меня! Спасибо! Я думал, что буду в безопасности, но рыболюды почти проникли внутрь!"
ARTICY,Dlg_5B5D9546_0x0100012600005A50.Text,About Stolos's grudge…,Об обиде Столоса...
ARTICY,DFr_82C4E558_0x010001260000694E.Text,"I… uh… this happened a long, long time ago. A young Stolos and his wife moved here from <i>Athens</> when I was village leader.","Я... э-э... это случилось очень, очень давно. Молодой Столос и его жена переехали сюда из <i>Афин</>, когда я был старостой деревни."
ARTICY,DFr_22D0788F_0x0100012600005B16.Text,You've got to understand… Stolos and his wife… they weren't from 'round here! They were fancy-pants city folk!,Ты должен понять... Столос и его жена... они не были местными! Они были городскими жителями!
ARTICY,DFr_DC348991_0x0100012600005AE5.Text,She was bitten by a Gorgon snake and began to turn to stone. Stolos asked me for the village's help before it killed her.,"Ее укусила змея Горгона, и она начала превращаться в камень. Столос попросил помощи у деревни, прежде чем убить ее."
ARTICY,Dlg_33D34A93_0x0100012600005AF1.Text,What did you do when Stolos asked you for help?,"Что вы сделали, когда Столос попросил вас о помощи?"
ARTICY,DFr_7BA27409_0x0100012600005AEB.Text,The only way to cure a Gorgon snake's petrifying bite is to kill the snake and make a potion with its blood!,Единственный способ вылечить ужасающий укус змеи Горгоны - убить змею и приготовить зелье из ее крови!
ARTICY,DFr_AE42FF61_0x0100012600005B04.Text,"So, what could<i> </>I do? Send local lads to risk their lives for an outsider? I made the hard choice to protect Pyrgos.",И что я <i>мог</> сделать? Послать местных парней рисковать жизнью ради чужака? Я сделал трудный выбор - защитил Пиргос.
ARTICY,DFr_C2F985B7_0x0100012600006957.Text,"I'm… I'm done talking about this. I need to get to the enclave, it ain't safe here anymore.","Я... Мне надоело говорить об этом. Мне нужно попасть в анклав, здесь больше небезопасно."
ARTICY,Dlg_3FABEF5A_0x0100012600007556.Text,What is a Gorgon snake?,Что такое змея Горгона?
ARTICY,DFr_EC242F94_0x010001260000755E.Text,"A hideous, unnatural beast. A Gorgon, like Medusa of legend, has snakes instead of hair, right?","Отвратительное, неестественное чудовище. У Горгоны, как у Медузы из легенды, вместо волос - змеи, верно?"
ARTICY,DFr_B434EB19_0x0100012600007565.Text,"Well, when a Gorgon dies, the snakes slither free and become awful monsters in their own right.","Когда Горгона умирает, змеи выползают на свободу и становятся ужасными чудовищами сами по себе."
ARTICY,DFr_96D61190_0x010001260000756C.Text,They can't turn folks straight to stone like a Gorgon's gaze. Their bites work slow.,"Они не могут обращать людей в камень, как взгляд Горгоны. Их укусы действуют медленно."
ARTICY,DFr_74035B9B_0x010001260000759D.Text,"Hm. So, Stolos has spent the last thirty years angry that Old Man Thon and the villagers refused to help his wife.","Хм. Итак, Столос провел последние тридцать лет, злясь на то, что старик Тон и жители деревни отказались помочь его жене."
ARTICY,DFr_360A90BD_0x01000126000075A3.Text,Maybe we can sort this mess out once we’ve sobered him up with Lalage’s potion. Let’s see if it’s ready.,"Может быть, мы сможем разобраться с этой неразберихой, когда отрезвим его зельем Лалаж. Посмотрим, готово ли оно."
ARTICY,DFr_068CCF5E_0x0100012600005AB4.Text,Did you find Old Man Thon?,Ты нашел старика Тона?
ARTICY,DFr_2BC243FC_0x0100012600005AD0.Text,Did Thon tell you why Stolos holds a grudge against us?,"Тон рассказал тебе, почему Столос держит на нас зло?"
ARTICY,Dlg_08B149D8_0x010001260000695F.Text,[Tell her],[Сказать ей]
ARTICY,DFr_AE70341F_0x0100012600005AF8.Text,"Gods... that's not a <i>statue</> of Stolos's wife in his courtyard, is it? It's her stone corpse. No wonder he hates us!","Боги... Это ведь не <i>статуя</> жены Столоса во дворе, верно? Это ее каменный труп. Неудивительно, что он нас ненавидит!"
ARTICY,DFr_02893837_0x01000126000075B4.Text,I was just a girl back then... I had no idea that Stolos asked Old Man Thon for the village's help and Thon refused.,"Я тогда была совсем девчонкой... Я понятия не имела, что Столос попросил у старика Тона помощи для деревни, а Тон отказал."
ARTICY,DFr_F3F802D0_0x0100012600005AD6.Text,Hopefully an apology on behalf of the village will put him in a merciful mood... once he's sober.,"Надеюсь, извинения от имени деревни настроят его на милосердный лад... когда он протрезвеет."
ARTICY,DFr_F38035A3_0x010001260000235C.Text,Here's the tincture of clarity! It'll leave him sober as a newborn babe. No hangover either!,"Вот настойка ясности! С ней он будет трезв, как новорожденный младенец. И никакого похмелья!"
ARTICY,DFr_2C315201_0x0100012600002363.Text,"Thank you. Listen, stranger, I think Stolos respects you for finding his cows. I know you've already helped so much...","Спасибо. Послушай, незнакомец, я думаю, Столос уважает тебя за то, что ты нашел его коров. Я знаю, что ты уже помог многим..."
ARTICY,DFr_112B0135_0x010001260000236A.Text,But I'd be grateful if you could come help me convince him to take the tincture now.,"Но я буду благодарна, если ты поможешь мне убедить его принять настойку."
ARTICY,DFr_63A1A934_0x0100012600002ACA.Text,Good luck with Stolos!,Удачи со Столосом!
ARTICY,DFr_2EBD990A_0x0100012600002853.Text,"Wait a moment, I've got some words to share.","Подожди, мне надо переброситься с тобой несколькими словами."
ARTICY,DFr_1B4E1953_0x01000126000025F4.Text,I need to apologize to Stolos. It's time I stopped hiding from the man.,Мне нужно извиниться перед Столосом. Пора перестать прятаться от него.
ARTICY,DFr_C8CBCBC1_0x010001260000696A.Text,"All these years, spent staring at his dead wife, turned into a statue… it'd drive any man to drunken bitterness.","Столько лет смотреть на мертвую жену, превращенную в статую... Это доведет любого мужчину до пьяного ожесточения."
ARTICY,DFr_3D375973_0x0100012600002796.Text,"Here we are begging for his hospitality, but you weren't hospitable to him all those years ago.","Вот мы умоляем его о гостеприимстве, но вы не были гостеприимны к нему все эти годы."
ARTICY,DFr_D981E055_0x010001260000279E.Text,"It's on my shoulders, I know. Time to make things right.","Это на моих плечах, я знаю. Пора все исправить."
ARTICY,Dlg_B67314B6_0x0100012600002B45.Text,Let's go talk to him.,Пойдем поговорим с ним
ARTICY,DFr_615F7A4D_0x01000126000027AE.Text,Wha... what do you want now? Thon?! Get out before I have Cobon cut you to pieces!,"Что... что тебе нужно? Тон?! Убирайся, пока я не приказал Кобону разрезать тебя на куски!"
ARTICY,DFr_51C12FC8_0x01000126000027B5.Text,Please hear us out. We've got something import--,"Пожалуйста, выслушай нас. У нас есть кое-что важн-"
ARTICY,DFr_FB53EA30_0x01000126000027BC.Text,I said <i>get out</>! Leave me in peace!,"Я сказал, <i>убирайтесь</>! Оставьте меня в покое!"
ARTICY,Dlg_78D20042_0x01000126000027C3.Text,They're here to apologize.,"Они здесь, чтобы извиниться"
ARTICY,DFr_5B07B152_0x01000126000027CA.Text,"Ap... apologize? I don't... ugh, maybe I had a little too much wine...","И... извиниться? Я не... угх, может, я немного перебрал с вином..."
ARTICY,Dlg_43F70237_0x01000126000027D2.Text,Drink this. [Give him the potion],Выпей это [Дать ему зелье]
ARTICY,DFr_F49D0400_0x01000126000027F4.Text,"Ugh... oh, this tastes wonderful. Gods, I feel good. What was that?","Угх... о, это замечательно на вкус. Боги, мне хорошо. Что это было?"
ARTICY,DFr_579CF093_0x010001260000281D.Text,Just something the herbalist made to sober you up so we can apologize for what happened to your wife. I'm sorry.,"Просто что-то, что приготовила травница, чтобы ты протрезвел, и мы смогли извиниться за то, что случилось с вашей женой. Извини."
ARTICY,DFr_7204F102_0x01000126000027FA.Text,"I'm so sorry, Stolos. We should have tried to help you, like you're helping us now. You’re a better man than I.","Мне очень жаль, Столос. Мы должны были попытаться помочь тебе, как ты помогаешь нам сейчас. Как человек ты лучше, чем я."
ARTICY,DFr_36CE1A9F_0x0100012600002806.Text,I... didn't expect this. But an apology doesn't bring my wife back. I don't know if I can forgive you.,"Я... не ожидал этого. Но извинения не вернут мою жену. Я не знаю, смогу ли я простить тебя."
ARTICY,DFr_E11D69FF_0x010001260000280C.Text,You don't need to forgive. But don't punish all the refugees because of your anger at what happened.,Тебе не нужно прощать. Но не наказывай всех беженцев из-за своего гнева на случившееся.
ARTICY,DFr_9526FE54_0x0100012600002825.Text,There are families out there who need your support in this crisis. Many of them weren't even born thirty years ago.,"Есть семьи, которым нужна твоя поддержка в этом кризисе. Многие из них даже не родились тридцать лет назад."
ARTICY,DFr_53B77349_0x0100012600002812.Text,"Mmm. I suppose you're right. I'll work with you, Issa, but keep Thon<i> </>out of my sight.","М-м-м... Полагаю, ты права. Я буду работать с тобой, Исса, но держи <i>Тона</> подальше от моих глаз."
ARTICY,DFr_F6EFEC7D_0x010001260000266F.Text,"Come on then, Issa, help me lead the cows into their pen. Then we can figure out how to feed everyone.","Давай, Исса, помоги мне завести коров в загон. Тогда мы сможем решить, как всех накормить."
ARTICY,DFr_ECFA0378_0x0100012600002832.Text,That sounds wonderful. You know... you're a good man.,Звучит замечательно. Знаешь... ты хороший человек.
ARTICY,DFr_2DABB307_0x010001260000927C.Text,"Without you, I imagine I'd be made of stone right now. What a horrifying thought.","Без тебя, думаю, я бы сейчас была в камне. Какая ужасная мысль."
ARTICY,DFr_115061B2_0x0100012600009283.Text,Thank you for saving me. I'll never forget that.,"Спасибо, что спас меня. Я никогда этого не забуду."
ARTICY,DFr_975FEA9D_0x0100012600009275.Text,Thank you so much for helping with Stolos. All the refugees owe you a debt.,Большое спасибо за помощь Столосу. Все беженцы в долгу перед вами.
ARTICY,DFr_9B043CC9_0x0100012600009207.Text,Thanks for agreeing to find Stolos's cows. I don't think any of us would last five minutes beyond the enclave's walls.,"Спасибо, что согласился найти коров Столоса. Не думаю, что кто-то из нас продержится и пяти минут за стенами анклава."
ARTICY,DFr_44906B7D_0x010001260000920D.Text,I can't believe the bitter old drunk won't share his food supplies until they're found. Damn him to Tartaros.,"Не могу поверить, что старый пьяница не хочет делиться своими запасами еды, пока их не найдут. Да скатись он в Тартар."
ARTICY,Dlg_3E736C07_0x0100012600009165.Text,I talked to your nephew in Pyrgos.,Я разговаривал с вашим племянником в Пиргосе.
ARTICY,DFr_9A8BA7E6_0x0100012600009102.Text,"With everything happening here, I haven't had much chance to think about how Pyrgos itself is doing.","Из-за всего происходящего здесь у меня не было возможности подумать о том, как обстоят дела в самом Пиргосе."
ARTICY,DFr_E90568DE_0x0100012600009109.Text,How is Tecton coping with leadership on his own?,Как Тектон справляется с руководством в одиночку?
ARTICY,Dlg_8BEDB276_0x0100012600009116.Text,[Explain that he's too nervous to make any decisions],"[Объяснить, что он слишком нервничает, чтобы принимать какие-либо решения]"
ARTICY,DFr_D8243D59_0x010001260000911E.Text,That boy frets so much about making the <i>perfect</> decision that he forgets to make a <i>good</> one.,"Этот парень так беспокоится о том, чтобы принять <i>идеальное</> решение, что забывает принять <i>хорошее</>."
ARTICY,DFr_1FB294F4_0x0100012600009125.Text,"If you pass back through Pyrgos, could you pass on a message for me?","Если ты будешь возвращаться через Пиргос, не мог бы ты передать послание?"
ARTICY,DFr_07ED9077_0x010001260000912C.Text,Tell him that he's smart. He knows the people of Pyrgos and what's best for them. He should trust his gut.,"Скажите ему, что он умный. Он знает жителей Пиргоса и то, что для них лучше. Он должен доверять своему чутью."
ARTICY,DFr_90A37DFC_0x0100012600009133.Text,"He should accept he will make mistakes, but he needs to take charge anyway.","Он должен признать, что будет совершать ошибки, но в любом случае должен взять на себя ответственность."
ARTICY,DFr_B08A5AE6_0x010001260000913A.Text,"Seeing him making decisions, being a leader, might do more for morale than the decisions themselves.","Видя, как он принимает решения, будучи лидером, можно добиться большего морального духа, чем сами решения."
ARTICY,Dlg_AC745909_0x0100012600009176.Text,About you…,О тебе...
ARTICY,DFr_F9743E31_0x010001260000925F.Text,I've lived in Pyrgos my entire life. Three years ago they even elected me as the new village leader.,Я живу в Пиргосе всю свою жизнь. Три года назад они даже избрали меня новым деревенским старостой.
ARTICY,DFr_B96EC0B5_0x0100012600009266.Text,It wasn't easy to run things <i>before</> the ichthian crisis. Now? It feels impossible.,До ихтианского кризиса управлять делами было <i>и так</> нелегко. А сейчас? Сейчас это кажется невозможным.
ARTICY,DFr_D274A27C_0x010001260000926D.Text,"But being leader is my burden, in foul weather as well as fair.","Но быть лидером - моя ноша, как в плохую, так и в хорошую погоду."
ARTICY,Dlg_7FA708DF_0x010001260000917D.Text,About the enclave…,Об анклаве...
ARTICY,DFr_DE4D8B65_0x01000126000091CA.Text,"I feel like I've missed so much, being unconscious!","Мне кажется, что я так много пропустила, находясь без сознания!"
ARTICY,DFr_2083D97D_0x01000126000091F8.Text,But I'm pleasantly surprised to see that Stolos has kept everyone fed!,"Но я приятно удивлена тем, что Столос всех накормил!"
ARTICY,DFr_D54261A2_0x01000126000091FF.Text,He's like a completely different person from the angry drunk I first met. Who would've thought?,"Он совершенно не похож на того злобного пьяницу, которого я встретила в первый раз. Кто бы мог подумать?"
ARTICY,DFr_962F8588_0x01000126000091C4.Text,"Now that Stolos is being helpful and sharing his food, things aren't so dire.","Теперь, когда Столос помогает и делится едой, все не так страшно."
ARTICY,DFr_BD056981_0x01000126000091E7.Text,"Feeding all the hungry mouths is still a big task, but it finally feels doable.","Накормить все голодные рты - все еще большая задача, но наконец-то она стала выполнимой."
ARTICY,DFr_69401FF2_0x01000126000091EF.Text,And Stolos's cooperation makes things so much easier. Thank you for helping with that.,"И сотрудничество Столоса значительно упрощает дело. Спасибо, что помогаешь в этом."
ARTICY,DFr_A688BABF_0x01000126000091BE.Text,Things are pretty bad here. Too many refugees in too little space. Barely any food to go around.,Здесь все очень плохо. Слишком много беженцев на слишком маленьком пространстве. Еды почти не осталось.
ARTICY,DFr_93533790_0x01000126000091DF.Text,"People are scared, and I'm trying to put on a brave face but nothing is going right.","Люди напуганы, а я пытаюсь делать храброе лицо, но ничего не получается."
ARTICY,DFr_066E65D8_0x01000126000091D7.Text,Stolos's insistence on making things as difficult as possible isn't helping. Hopefully finding his cows will help.,"Настойчивое стремление Столоса максимально усложнить ситуацию не помогает. Надеюсь, поиск его коров поможет."
ARTICY,Dlg_58041BEE_0x0100012600009213.Text,Where are the cows?,Где коровы?
ARTICY,DFr_4AE00C87_0x0100012600009214.Text,It seems like they broke out of the pen and headed south. I doubt they went too far.,"Похоже, они вырвались из загона и направились на юг. Сомневаюсь, что они зашли слишком далеко."
ARTICY,DFr_F48A17C5_0x010001260000921B.Text,Keep an eye out for broken pots and trampled earth. Cows aren't the subtlest creatures.,Следи за разбитыми горшками и утоптанной землей. Коровы - не самые маленькие существа.
ARTICY,Dlg_0AD18ADE_0x01000126000098C1.Text,Goodbye,Попрощаться
ARTICY,DFr_78E00F19_0x0100012100000E96.Text,Go away! I'm warning you!,Уходи! Я предупреждаю!
ARTICY,DFr_7D5536C4_0x0100012100000EA2.Text,Do you think you can steal from me?,"Ты думаешь, что сможешь обокрасть меня?"
ARTICY,DFr_646ED85A_0x0100012100002A07.Text,You mortals are all alike. Go away!,"Вы, смертные, все одинаковы. Уходите!"
ARTICY,DFr_1F253533_0x0100012100000E4C.Text,"This is naiad magic, if I've ever seen it. We should leave while we still can.","Это магия наяды, насколько я понимаю. Нам следует уходить, пока еще можем."
ARTICY,DFr_051D1867_0x0100012100002BB3.Text,"Goats are such smelly, undignified creatures. We shouldn't linger.","Козы - такие вонючие, недостойные существа. Нам не стоит задерживаться."
ARTICY,DFr_41295871_0x0100012100002A1F.Text,Naiad transformations. Treacherous stuff. The only counter is moly root.,Превращение наяды. Коварная штука. Единственное средство против такого это корень моли.
ARTICY,DFr_3183A454_0x0100012100006311.Text,It's said to grow near temples and shrines. But it's quite rare.,"Считается, что он растет возле храмов и святынь. Но это довольно редкое явление."
ARTICY,DFr_A3DB0A6D_0x0100012100002A31.Text,I'm afraid there's no avoiding this nymph's cruel spells without moly.,"Боюсь, что против жестоких чар этой нимфы без корня моли не обойтись."
ARTICY,DFr_F8C5D0ED_0x0100012100000EB5.Text,Moly root. Odysseus used it to counter the nymph Circe's transformation magic.,"Корень моли. Одиссей использовал его, чтобы противостоять магии превращения нимфы Цирцеи."
ARTICY,DFr_C9BD2385_0x0100012100007499.Text,Moly root. Could be useful.,Корень моли. Может пригодиться.
ARTICY,DFr_E6A4686F_0x0100012100002A6F.Text,"You might use that moly you found, unless you wish to remain a goat forever.","Стоит пустить в ход тот корень моли, который мы нашли. Если, конечно, не хочешь навсегда остаться козлом."
ARTICY,DFr_ABCDD482_0x0100012100000ED8.Text,My magic... how did you...?,Моя магия... как ты?..
ARTICY,DFr_6456614D_0x0100012100000EE4.Text,Wait! Please don't hurt me. Before you judge. Listen.,"Подожди! Пожалуйста, не делай мне больно. Прежде чем судить, послушай."
ARTICY,DFr_B2CB2180_0x01000121000067E9.Text,No one goes free until my lily is returned to me.,"Никто не выйдет на свободу, пока моя лилия не будет возвращена."
ARTICY,DFr_AC208B51_0x0100012100001224.Text,"Return my lily to me, and I'll reconsider my punishment of these others.","Верни мне мою лилию, и я пересмотрю свое наказание для остальных."
ARTICY,Dlg_2A03EDDB_0x01000121000011F7.Text,What if I return the lily?,А если я верну лилию?
ARTICY,DFr_5DFF1F14_0x0100012100000F14.Text,Why should I trust another mortal? Your tongues only know how to speak lies!,Почему я должна доверять очередному смертному? Ваши языки умеют говорить только ложь!
ARTICY,DFr_7831A2A6_0x0100012100000F3C.Text,"But yes... if I had my lily back, I suppose I could lift my spell on these others.","Но да... если бы мне вернули мою лилию, я бы могла снять заклятие с остальных."
ARTICY,Dlg_27D42060_0x0100012100001205.Text,About the lily...,О лилии...
ARTICY,DFr_3DD14B6E_0x0100012100002CDD.Text,"What is the significance of a burbling brook or a bird's song? It was my joy. It never wilts, always blooms.","Какое значение имеет журчание ручья или птичья песня? Это моя радость. Она никогда не увядает, всегда цветет."
ARTICY,DFr_1E666EDD_0x0100012100000F22.Text,"You mortals have legends. ""He that possesses a lily from a naiad's grove will desire nothing.""","У вас, смертных, есть легенды. «Кто владеет лилией из рощи наяд, тот ничего не пожелает»."
ARTICY,DFr_D872631D_0x0100012100000F33.Text,As if that were possible! All you mortals do is want and want and want.,"Как будто это возможно! Вы, смертные, только и делаете, что хотите, хотите и хотите."
ARTICY,Dlg_391C4DBA_0x0100012100002AA0.Text,These people are innocent!,Эти люди невиновны!
ARTICY,DFr_4653B4F4_0x0100012100002AD8.Text,"I was innocent! I was kind and welcoming. I opened my arms and my grove! No, never again!","Я была невинной! Была доброй и гостеприимной. Я раскрыла свои объятия и свою рощу! Нет, больше никогда!"
ARTICY,Dlg_4E39B4D6_0x0100012100002CB2.Text,These goats...,Эти козлы...
ARTICY,DFr_3038ADEB_0x0100012100002CBC.Text,Mortals. Trespassers. Thought they could steal from me. They don't deserve your pity!,"Смертные. Нарушители. Подумали, что могут украсть у меня. Они не заслуживают твоей жалости!"
ARTICY,DFr_BC795869_0x0100012100000EEA.Text,"When the floods came, I protected them. But one of them, a beautiful man with skin like an olive tree, betrayed me.","Когда пришло наводнение, я защитила их. Но один из них, красивый мужчина с кожей как у оливкового дерева, предал меня."
ARTICY,DFr_1A2304DF_0x0100012100000F00.Text,"He defiled my grove, stealing my sacred lily, and ran off into the night!","Он осквернил мою рощу, украв мою священную лилию, и скрылся в ночи!"
ARTICY,DFr_562BB5D0_0x0100012100002CC5.Text,Now none of them may leave! Let them bleat like the greedy little goats they are!,"Теперь никто из них не сможет уйти! Пусть блеют, как жадные козлы!"
ARTICY,Dlg_4C01A9EF_0x01000121000067EF.Text,[Give her the lily],[Дать ей лилию]
ARTICY,DFr_D947E2C7_0x0100012100006803.Text,You found it... and you returned it? I'm sorry. Perhaps I was too quick to judge all mortals.,"Ты нашел ее... и вернул? Прости. Возможно, я слишком поспешно судила всех смертных."
ARTICY,DFr_F57BC288_0x0100012100006822.Text,And what about the thief? What happened to him?,А что с вором? Что с ним случилось?
ARTICY,Dlg_F8DADB23_0x0100012100007468.Text,He became obsessed and lost his mind.,Он стал одержим и потерял рассудок.
ARTICY,DFr_73A0FA7A_0x01000121000067F0.Text,A fitting end for a thief. A shame though. He was so beautiful.,Достойный конец для вора. Хотя и жаль. Он был таким красивым.
ARTICY,Dlg_42D45D81_0x0100012100007471.Text,I don't know.,Я не знаю
ARTICY,DFr_EDF06BB1_0x01000121000067F6.Text,That's a shame. He was so beautiful.,Очень жаль. Он был таким красивым.
ARTICY,DFr_CFF21441_0x0100012100006811.Text,Who knew beauty could be so treacherous?,"Кто бы мог подумать, что красота может быть такой коварной?"
ARTICY,DFr_4749477C_0x01000121000067FC.Text,"You kept your word, so I will keep mine.","Ты сдержал свое слово, и я сдержу свое."
ARTICY,DFr_C2F490B5_0x0100012100000F4A.Text,The nymph's lily. Let's hurry and return it to her.,Лилия нимфы. Давай поспешим вернуть ее.
ARTICY,DFr_13DCD890_0x0100012100000F5C.Text,Return my lily or leave.,Верни мою лилию или уходи.
ARTICY,DFr_9173EEEE_0x0100012100000FCA.Text,My pets! You are free. Thank your friend here.,Мои питомцы! Вы свободны. Поблагодарите своего друга здесь.
ARTICY,DFr_ED7E58DB_0x0100012100000FD0.Text,Thank you!,Спасибо!
ARTICY,DFr_524784BA_0x0100012100000FD7.Text,"Do not come back, lest I change my mind.","Не возвращайтесь, чтобы я не передумала."
ARTICY,DFr_AD349066_0x0100012100000FDE.Text,"Never, merciful nymph. Never!","Никогда, милосердная нимфа. Никогда!"
ARTICY,DFr_31822FF8_0x0100012100002CFB.Text,Strange. I can hardly remember being human. Started to feel like I'd been a goat my whole life. Was I eating grass?,"Странно. Я с трудом помню, что был человеком. Мне стало казаться, что я всю жизнь был козлом. Я что, ел здесь траву?"
ARTICY,DFr_28727640_0x0100012100000FEB.Text,You can stay... if you like. I'm sorry for my earlier rudeness.,Можешь остаться... если хочешь. Прости мою прежнюю грубость.
ARTICY,DFr_8803B76E_0x0100012100000FF8.Text,You're back. Is there something you wish to talk about?,Ты снова здесь. Хочешь о чем-то поговорить?
ARTICY,Dlg_1F0270C0_0x0100012100001274.Text,About Glaukos...,О Главке...
ARTICY,DFr_62B83A86_0x0100012100001004.Text,"Glaukos? What do you want to know about that coward? He's hiding from his mistakes, as usual.","Главк? Что ты хочешь знать об этом трусе? Он, как обычно, прячется от своих ошибок."
ARTICY,DFr_CB9B326A_0x0100012100001033.Text,They say he was a mortal once. That Poseidon's blessing made him a god. It must have been a mistake.,"Говорят, когда-то он был смертным. Но благословение Посейдона сделало его богом. Должно быть, это была ошибка."
ARTICY,DFr_83FA853E_0x01000121000074C5.Text,Slander! Having once been mortal made Glaukos a better god than any Olympian!,"Клевета! То, что он когда-то был смертным, сделало Главка лучшим богом, чем любой олимпиец!"
ARTICY,Dlg_B803B7E1_0x010001210000127A.Text,About the floods...,О наводнениях...
ARTICY,DFr_0B59EDC9_0x010001210000100B.Text,"I am the river, my sisters and I. When the ichthians destroyed the dam, I burst forth.","Я - река, мои сестры и я. Когда ихтианы разрушили плотину, я вырвалась наружу."
ARTICY,DFr_65E9BB9D_0x010001210000101B.Text,I couldn't control where the water went. Such a disaster. So many dead and drowned.,"Я не могла контролировать, куда уходит вода. Такая катастрофа. Так много погибших и утонувших."
ARTICY,DFr_B6C70647_0x0100012A000000CE.Text,"[The naiad stares down her nose at you, clearly irritated...]","[Наяда смотрит на вас исподлобья, явно раздраженная...]"
ARTICY,Dlg_C5C7A135_0x0100012A000000FD.Text,[Step away],[Отойти]
ARTICY,Dlg_279B3631_0x0100012A000000F6.Text,[Consume moly root to transform back],"[Съесть корень моли, чтобы превратиться обратно]"
ARTICY,Dlg_08791A72_0x0100012A0000010D.Text,[Bleat],[Блеять]
ARTICY,DFr_6A2E7C19_0x010001260000D048.Text,[The naiad rolls her eyes.],[Наяда закатывает глаза]
ARTICY,DFr_C4472C19_0x010001260000D05D.Text,[The naiad raises an annoyed eyebrow at you.],[Наяда поднимает на вас раздраженную бровь]
ARTICY,DFr_9638DE25_0x010001260000D0C8.Text,[The elderly goat bleats weakly at you. You can discern some meaning from the noise: it's a clear cry for help.],"[Пожилая коза слабо блеет, обращаясь к вам. Вы можете различить в этом звуке какой-то смысл: это явный крик о помощи]"
ARTICY,DFr_90D69E2C_0x010001260000D0B7.Text,"[The elderly goat stares at you with a confused, hazy gaze. She bleats at you unintelligibly.]","[Пожилая коза смотрит на вас растерянным, затуманенным взглядом. Она что-то неразборчиво блеет]"
ARTICY,DFr_5EA3717A_0x010001260000D0DB.Text,[The sturdy goat shakes its head at you and bleats. It’s clear that he's frustrated to be trapped here.],"[Крепкий козел качает головой и блеет. Видно, что он расстроен тем, что оказался здесь в ловушке]"
ARTICY,DFr_A487FCFD_0x010001260000D0D0.Text,"[The brawny goat bleats unintelligibly at you, then returns to glaring at the naiad.]","[Мускулистый козел нечленораздельно блеет на вас, а затем возвращается к разглядыванию наяды]"
ARTICY,DFr_43F42D83_0x010001260000D0F1.Text,[The young goat bleats with frantic fear. You can tell she's begging you to rescue her.],"[Молодая козочка блеет от страха. Видно, что она умоляет вас спасти ее]"
ARTICY,DFr_62E88A8E_0x010001260000D0E6.Text,"[The young goat quivers with fear, too frightened to look you in the eye. She bleats unintelligibly]","[Молодая козочка дрожит от страха, она слишком напугана, чтобы смотреть вам в глаза. Она нечленораздельно блеет]"
ARTICY,DFr_42D7791C_0x010001260000D107.Text,[The snooty goat bleats emphatically at you. It's a clear demand to be rescued.],[Высокомерный козел с блеянием обращается к вам. Это явное требование спасения]
ARTICY,DFr_FC65DB84_0x010001260000D0FC.Text,"[The snooty goat looks down its nose at you, then turns away with an indecipherable bleat.]","[Высокомерный козел смотрит на вас исподлобья, а затем отворачивается с непонятным блеянием]"
ARTICY,DFr_A36D87CC_0x010001260000D11E.Text,[The goat steps protectively over the clump of grass its eating. It bleats a warning. This grass is his.],"[Коза защитно переступает через пучок травы, который она ест. Она предупреждающе блеет. Эта трава принадлежит ей]"
ARTICY,DFr_67B21A2D_0x010001260000D113.Text,"[The goat munches grass, barely noticing you.]","[Козел жует траву, едва замечая вас]"
ARTICY,DFr_1A175EEB_0x0100012600000B87.Text,"Hello, child! Come find me!","Здравствуй, дитя! Найди меня!"
ARTICY,DFr_12301F35_0x0100012600003071.Text,"Hello, child! Come find me!","Здравствуй, дитя! Найди меня!"
ARTICY,DFr_3266DEA1_0x0100012600000387.Text,"Come, speak to me, I have something to give you!","Подойди, поговори со мной. У меня есть кое-что для тебя!"
ARTICY,DFr_B173684A_0x0100012600003062.Text,"Come, speak to me, I have something to give you!","Come, speak to me, I have something to give you!"
ARTICY,DFr_7A2C9CBA_0x0100012600001FE6.Text,"There you are again, my sweet little one.","Вот ты и снова здесь, мой милый малыш."
ARTICY,DFr_B7AED74F_0x010001260000309E.Text,"There you are again, my sweet little one.","Вот ты и снова здесь, мой милый малыш."
ARTICY,DFr_D1AC4847_0x0100012600001FDB.Text,Yes! Right here! Talk to me!,Да! Прямо здесь! Поговори со мной!
ARTICY,DFr_60766F05_0x010001260000308F.Text,Yes! Right here! Talk to me!,Да! Прямо здесь! Поговори со мной!
ARTICY,DFr_44DFA70F_0x0100012600001FCD.Text,"Oh, you're leaving? But I haven't given you your gift!","Ох, ты уходишь? Но я же не отдала тебе твой подарок!"
